vendor_name,vendor_id,bank_account,invoice_number,invoice_date,due_date,unit_price,quantity,total_amount,tax_amount,payment_terms,department,approver_name,fraud,is_duplicate,days_to_due,weekend_submission,amount_threshold_proximity,line_item_price_consistency
Holt Inc,V043,JEHO93301095323242,INV-96414,2026-02-24,2026-04-25,4462,16,71392,12850.56,60,IT,Joshua Frye,0,0,60,0,28608,1
"Pruitt, Moreno and Carter",V031,ATUJ04535146818017,INV-98772,2026-03-02,2026-04-01,4185,2,8370,1506.6,30,Operations,Mrs. Tanya Davis DDS,0,0,30,0,91630,1
"Silva, Hahn and Benson",V013,OIAU98772624826234,INV-42380,2026-03-15,2026-05-14,227,20,4540,817.1999999999999,60,HR,Erika Collins,0,0,60,1,95460,1
Franklin-Bailey,V021,LKLH79953823757619,INV-58170,2025-07-08,2025-09-06,3707,2,7414,1334.52,60,Operations,Lisa Hendrix,0,0,60,0,92586,1
Johnson-Peterson,V001,VDZA22344246404316,INV-16593,2025-10-30,2025-12-29,4099,5,20495,3689.1,60,Procurement,Douglas Hall,0,0,60,0,79505,1
Thompson Group,V032,ITLU32495281996588,INV-21182,2025-08-18,2025-10-17,2282,3,6846,1232.28,60,Operations,Donald Buckley,0,0,60,0,93154,1
Hood and Sons,V045,NPQG38044606595755,INV-41329,2026-03-26,2026-05-10,4040,2,8080,1454.4,45,Procurement,Misty Lin,0,0,45,0,91920,1
"Bolton, Fischer and Andersen",V028,KXRC82482064018513,INV-64118,2025-09-30,2025-11-29,1521,5,7605,1368.9,60,Finance,Erin Reed,0,0,60,0,92395,1
Conway-Wilson,V033,BWJZ74157020244906,INV-51241,2026-05-06,2026-06-05,3379,4,13516,2432.88,30,Finance,Michael Trujillo DDS,0,0,30,0,86484,1
"Mckinney, Martinez and Chavez",V007,HDPS17153882353760,INV-74185,2025-09-08,2025-10-23,4710,5,23550,4239.0,45,Finance,Michael Warner,0,0,45,0,76450,1
Roberts-Hunt,V037,BOLW33573158618548,INV-93039,2025-07-23,2025-09-06,4463,3,13389,2410.02,45,HR,Tracy Tate,0,0,45,0,86611,1
Smith LLC,V011,FMSX34149456579826,INV-39128,2026-05-17,2026-06-16,2665,8,21320,3837.6,30,IT,Jenna Morris,0,0,30,1,78680,1
Torres and Sons,V020,FMBN51133874724288,INV-48450,2026-03-03,2026-04-17,3004,8,24032,4325.76,45,IT,Robert Greene,0,0,45,0,75968,1
Richards PLC,V047,SOQJ77849312929386,INV-83964,2026-02-06,2026-03-23,2957,6,17742,3193.56,45,Finance,Michael Bruce,0,0,45,0,82258,1
Torres-Cohen,V002,LVUO03553274735823,INV-19827,2026-03-27,2026-04-26,1746,19,33174,5971.32,30,Procurement,Sabrina Flynn,1,1,30,0,66826,1
"Moreno, Bryant and Travis",V026,GQOZ06781400420073,INV-73594,2026-04-23,2026-06-07,900,18,16200,2916.0,45,Procurement,Stephanie Coleman,1,1,45,0,83800,1
Weeks-Dodson,V046,YNIC17915713206995,INV-41024,2025-12-03,2026-01-17,4692,2,9384,1689.12,45,Finance,Amber Long,1,1,45,0,90616,1
Perry-Conway,V014,FTRT12225167111320,INV-17473,2025-07-01,2025-07-31,3050,18,54900,9882.0,30,HR,Kelly Richardson,1,1,30,0,45100,1
Holt Inc,V043,BSOS21428976133231,INV-91109,2026-01-31,2026-02-15,284,17,4828,869.04,15,Operations,Nicole Holt,1,1,15,1,95172,1
Galvan Group,V044,MDEB15233336583348,INV-33028,2025-09-26,2025-11-25,1661,5,8305,1494.9,60,Procurement,Shannon Smith,1,1,60,0,91695,1
Torres-Cohen,V002,QNLC56496571472619,INV-21827,2025-12-12,2025-12-27,1829,11,20119,3621.42,15,Operations,Karla Medina,1,1,15,0,79881,1
Olsen-Richard,V003,MDXN16594196455724,INV-88282,2026-04-01,2026-05-31,3779,14,52906,9523.08,60,Operations,Preston Brown,1,1,60,0,47094,1
Carter-Young,V048,BQUB50746995827409,INV-73346,2026-04-12,2026-06-11,243,11,2673,481.14,60,HR,Harold Norman,1,1,60,1,97327,1
Cherry-Stewart,V018,VQOA93378199232120,INV-17960,2026-01-04,2026-02-03,3156,10,31560,5680.8,30,Finance,Emily Smith,1,1,30,1,68440,1
Smith LLC,V011,TEED20838122094761,INV-52730,2026-05-06,2026-07-05,4455,6,80190,14434.2,60,Operations,Cody Walker,1,0,60,0,19810,0
Martin-Matthews,V010,DJNK85835608094168,INV-83888,2025-10-20,2025-12-19,722,19,41154,7407.719999999999,60,IT,Jason Stone,1,0,60,0,58846,0
Perry-Conway,V014,KYZY75987597807617,INV-72861,2025-10-31,2025-12-15,2079,17,106029,19085.22,45,Operations,Vickie Long,1,0,45,0,6029,0
Hull-Hernandez,V041,TJCE65008425314752,INV-20739,2025-08-24,2025-09-08,768,13,29952,5391.36,15,Finance,Frederick Sanders,1,0,15,1,70048,0
"Johnston, Martinez and Lowery",V049,XXEO31857594235722,INV-95215,2026-04-09,2026-06-08,3336,12,120096,21617.28,60,IT,Zachary Thomas,1,0,60,0,20096,0
Smith LLC,V011,QFFE10470512772933,INV-62478,2025-08-28,2025-09-27,587,16,28176,5071.679999999999,30,IT,Frank Rogers,1,0,30,0,71824,0
Johnson-Peterson,V001,SSRU85619454623693,INV-28962,2025-06-26,2025-08-25,3244,10,97320,17517.6,60,IT,Daniel Nash,1,0,60,0,2680,0
Campos-Lutz,V042,HXFW33972651087869,INV-11801,2025-09-19,2025-10-19,4855,5,72825,13108.5,30,Operations,Susan Sanchez,1,0,30,0,27175,0
"Duran, Walsh and Murphy",V039,YKRG51379911782015,INV-69163,2025-12-28,2026-02-11,4157,13,162123,29182.14,45,HR,Patrick Jones,1,0,45,1,62123,0
"Berry, Baker and Ellis",V004,QANU24000799282017,INV-35893,2025-07-04,2025-07-19,3807,14,159894,28780.92,15,HR,Karen Hawkins,1,0,15,0,59894,0
Th0mas-Pad111a,V024,AETK96075181153811,INV-72228,2025-06-10,2025-06-25,965,20,19300,3474.0,15,Operations,Anne Smith,1,0,15,0,80700,1
Payne-Baker,V050,VCEG67678547936707,INV-64092,2025-07-30,2025-09-13,1958,14,27412,4934.16,45,Finance,Tyler Hodges,1,1,45,0,72588,1
"Pru1tt, M0ren0 and Carter",V031,ZCRT27670860299527,INV-76272,2026-04-21,2026-05-21,2329,17,39593,7126.74,30,Operations,Susan Patton,1,0,30,0,60407,1
"Mck1nney, Mart1nez and Chavez",V007,UAYE54014256436933,INV-67158,2026-04-24,2026-05-24,3786,16,60576,10903.68,30,Operations,Brenda Hubbard,1,0,30,0,39424,1
Sm1th LLC,V011,IOHA06469312961716,INV-25737,2026-01-04,2026-01-19,4480,3,13440,2419.2,15,Operations,Maurice Campbell,1,0,15,1,86560,1
Mart1n-Matthews,V010,PUEM75071012272949,INV-60487,2026-03-25,2026-04-09,2524,11,27764,4997.52,15,IT,Mr. Dean Burns Jr.,1,0,15,0,72236,1
"Pru1tt, M0ren0 and Carter",V031,HPPR13423885205834,INV-55977,2025-09-01,2025-10-16,2008,12,24096,4337.28,45,Operations,Michael Mason,1,0,45,0,75904,1
"Berry, Baker and E111s",V004,MSJQ57892493223204,INV-80855,2026-02-28,2026-03-15,534,8,4272,768.9599999999999,15,Procurement,Donna Turner,1,0,15,1,95728,1
Wa1ker Ltd,V005,BUGL95444055544544,INV-30811,2025-11-26,2026-01-25,2539,1,2539,457.02,60,Procurement,Keith Meyer,1,0,60,0,97461,1
"R1ce, H0110way and K1m",V019,HRNZ08432794380047,INV-85961,2026-04-25,2026-06-09,396,4,1584,285.12,45,HR,Denise Clark,1,0,45,1,98416,1
Torres-Cohen,V002,JEZM37587747763822,INV-12864,2025-11-12,2025-11-27,3835,19,99800,17964.0,15,IT,Roberto Silva,1,0,15,0,200,0
Olsen-Richard,V003,MTTR25971212132161,INV-79268,2025-07-28,2025-09-26,796,1,99750,17955.0,60,Operations,Cassandra Odonnell,1,0,60,0,250,0
Torres and Sons,V020,RKUW48466502341114,INV-57497,2025-06-20,2025-07-20,1022,7,99750,17955.0,30,Operations,Paula Gomez,1,0,30,0,250,0
"Berry, Baker and Ellis",V004,NZOM56219451199931,INV-36817,2025-11-18,2026-01-02,4469,17,99800,17964.0,45,IT,Maria Hicks,1,0,45,0,200,0
Perry-Conway,V014,EAAO84257215874171,INV-61519,2026-03-18,2026-04-17,2996,5,99950,17991.0,30,Procurement,Meagan Morgan,1,0,30,0,50,0
Thomas-Padilla,V024,LQWD18175105140541,INV-93349,2026-03-20,2026-04-04,1486,11,99950,17991.0,15,IT,Pamela Henry,1,0,15,0,50,0
Thomas-Padilla,V024,IYPT42665502015354,INV-39949,2026-04-17,2026-05-17,4405,1,99500,17910.0,30,Finance,Doris Richardson,1,0,30,0,500,0
Roberts-Hunt,V037,BOLW33573158618548,INV-93039,2025-07-23,2025-09-06,4463,3,99500,17910.0,45,HR,Tracy Tate,1,0,45,0,500,0
Thomas-Padilla,V024,ZRZW94538742097342,INV-39754,2025-08-30,2025-09-29,4950,7,99750,17955.0,30,IT,Joshua Riley,1,0,30,1,250,0
Mueller-Burke,V009,HRUA89554777641167,INV-79402,2026-05-05,2026-07-04,2653,9,99800,17964.0,60,Operations,Megan Cunningham,1,0,60,0,200,0
"Robbins, Hughes and Johnson",V006,SLHC27473628870612999,INV-68150,2025-08-30,2025-10-14,2994,15,44910,8083.799999999999,45,Operations,Marcus Scott,1,1,45,1,55090,1
Torres and Sons,V020,FPUZ29201390279828999,INV-49114,2025-07-08,2025-08-22,3114,10,31140,5605.2,45,Operations,Tammy Lucas,1,1,45,0,68860,1
Campos-Lutz,V042,MWYG52304614159755999,INV-46299,2026-01-05,2026-02-19,2343,4,9372,1686.96,45,IT,Trevor Harrison,1,1,45,0,90628,1
Torres-Cohen,V002,MTNT80667827180916999,INV-64333,2026-04-22,2026-06-06,975,1,975,175.5,45,Finance,Benjamin Taylor,1,1,45,0,99025,1
Thompson Group,V032,SKCW54109763934226999,INV-87472,2026-04-13,2026-06-12,788,2,1576,283.68,60,Finance,Christopher Suarez,1,1,60,0,98424,1
Mueller-Burke,V009,YXNF58992591658212999,INV-94711,2026-04-05,2026-05-20,4005,3,12015,2162.7,45,Finance,Erika Harris,1,1,45,1,87985,1
Weeks-Dodson,V046,JZTY37537357206844999,INV-11870,2025-12-10,2026-02-08,2591,15,38865,6995.7,60,Procurement,Sandra Collins,1,1,60,0,61135,1
Torres and Sons,V020,RKUW48466502341114999,INV-57497,2025-06-20,2025-07-20,1022,7,7154,1287.72,30,Operations,Paula Gomez,1,1,30,0,92846,1
Olsen-Richard,V003,XSNX63581846218700999,INV-12327,2025-11-21,2026-01-05,1847,10,18470,3324.6,45,Procurement,David Buckley,1,1,45,0,81530,1
"Werner, Arnold and Fisher",V036,BWDN46639027446117999,INV-84035,2025-10-22,2025-11-06,4030,10,40300,7254.0,15,IT,Renee Whitney,1,1,15,0,59700,1
